Cod DCI,Denumirea Comuna Internationala (DCI),Cod DCI_sec,Denumirea comună internațională (DCI),Cod DC,Cod DC_sec,Denumirea comercială (DC),Cod ATC,coverage_type,Grupa maladiilor pentru compensare,"Cod CIM 
de diagnostic/limitare indicație",Firma producătoare,manufacturer_label,Ţara
272,RIVAROXABANUM,,,2722003,,Rivaroxaban-BP,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
272,RIVAROXABANUM,,,2723012,,Rivaroxaban-BP,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
61,ROSUVASTATINUM,,,612015,,Rovastin-BP,C10AA07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
61,ROSUVASTATINUM,,,613013,,Rovastin-BP,C10AA07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
235,SILDENAFILUM,,,2351001,,Apollo,G04BE03,Full,Pentru HTP primară şi secundară la copii,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
235,SILDENAFILUM,,,2351001,,Apollo,G04BE03,Full,Pentru HTP primară şi secundară la copii,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
79,TAMOXIFENUM,,,791001,,Tamoximed,L02BA01,Full,Pentru tratamentul maladiilor oncologice,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
41,TORASEMIDUM,,,411007,,Torasemid-BP,C03CA04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
41,TORASEMIDUM,,,412007,,Torasemid-BP,C03CA04,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
854,VALSARTANUM,,,8542010,,Valsartan-BP,C09CA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
854,VALSARTANUM,,,8543011,,Valsartan-BP,C09CA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",Balkan Pharmaceuticals,Republica Moldova
839,NIMESULIDUM,939,,8392008,9392008,Forsil® cu gust de portocală,M01AX17,Full,pentru tratamentul episodic,,"SC Flumed-Farm SRL, Republica Moldova(PROD: Nika-Pharm SRL, Uzbekistan; )",Flumed-Farm,Republica Moldova
384,MOMETASONUM,,,3844001,,Elocom®,D07AC13,Full,Pentru tratamentul epidermolizei buloase,,"Schering-Plough Central East AG (prod.: Schering-Plough Labo NV, Belgia)",Schering-Plough,Belgia
384,MOMETASONUM,,,3845001,,Elocom®,D07AC13,Full,Pentru tratamentul epidermolizei buloase,,"Schering-Plough Central East AG (prod.: Schering-Plough Labo NV, Belgia)",Schering-Plough,Elveţia
233,MONTELUKASTUM,,,2331005,,Singulair®,R03DC03,Full,Pentru tratamentul astmului bronşic la copii 0-18 ani,,"Schering-Plough Central East AG, Elveţia(PROD: Merck Sharp & Dohme B.V., Olanda; ,Merck Sharp&Dohme Limited, Marea Britanie; )",Schering-Plough,Elveţia
233,MONTELUKASTUM,,,2332001,,Singulair®,R03DC03,Full,Pentru tratamentul astmului bronşic la copii 0-18 ani,,"Schering-Plough Central East AG, Elveţia(PROD: Merck Sharp & Dohme B.V., Olanda; ,Merck Sharp&Dohme Limited, Marea Britanie; )",Schering-Plough,Elveţia
233,MONTELUKASTUM,,,2333002,,Singulair®,R03DC03,Full,Pentru tratamentul astmului bronşic la copii 0-18 ani,,"Schering-Plough Central East AG, Elveţia(PROD: Merck Sharp & Dohme B.V., Olanda; ,Merck Sharp&Dohme Limited, Marea Britanie; )",Schering-Plough,Elveţia
836,NATRII CHLORIDUM,936,,8364009,9364009,Clorură de sodiu,B05XA03,Full,pentru tratamentul episodic,,"Shandong Qidu Pharmaceutical Co., Ltd",Shandong Qidu Pharmaceutical Co.,China
836,NATRII CHLORIDUM,936,,8363010,9363010,Clorură de sodiu,B05XA03,Full,pentru tratamentul episodic,,"Shandong Qidu Pharmaceutical Co., Ltd, China(PROD: Shandong Qidu Pharmaceutical Co., Ltd, China; )",Shandong Qidu Pharmaceutical Co.,China
836,NATRII CHLORIDUM,936,,8366011,9366011,Clorură de sodiu,B05XA03,Full,pentru tratamentul episodic,,"Shandong Qidu Pharmaceutical Co., Ltd, China(PROD: Shandong Qidu Pharmaceutical Co., Ltd, China; )",Shandong Qidu Pharmaceutical Co.,China
513,PAROXETINUM,,,5131003,,Seroxat,N06AB05,Full,Pentru tratamentul bolilor psihice,,"SmithKline Beecham Ltd, Marea Britanie(PROD: GlaxoSmithKline Pharmaceuticals SA, Polonia; )",SmithKline Beecham,Marea Britanie
36,FAMOTIDINUM,929,,361018,9291018,Famotidin Sopharma,A02BA03,Full,pentru tratamentul episodic,,"Sopharma AD (prod.: Medica SA, Bulgaria)",SOPHARMA,Bulgaria
,AMBROXOLUM,227,,,2271021,Ambrolytin® 15 mg/5 ml sirop,R05CB06,Full,pentru tratamentul episodic,,"SOPHARMA AD, Bulgaria(PROD: SOPHARMA AD, Bulgaria; )",SOPHARMA,Bulgaria
,AMBROXOLUM,227,,,2272024,Ambrolytin® 30 mg comprimate,R05CB06,Full,pentru tratamentul episodic,,"SOPHARMA AD, Bulgaria(PROD: SOPHARMA AD, Bulgaria; )",SOPHARMA,Bulgaria
,AMBROXOLUM,227,,,2273012,Ambrolytin® 30 mg/5 ml sirop,R05CB06,Full,pentru tratamentul episodic,,"SOPHARMA AD, Bulgaria(PROD: SOPHARMA AD, Bulgaria; )",SOPHARMA,Bulgaria
,IBUPROFENUM,997,,,9971211,Syafen®,M01AE01,Full,pentru tratamentul episodic,,"Sopharma AD, Bulgaria(PROD: Sopharma AD, Bulgaria; )",SOPHARMA,Bulgaria
414,IBUPROFENUM,,,4141211,,Syafen®,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Sopharma AD, Bulgaria(PROD: Sopharma AD, Bulgaria; )",SOPHARMA,Bulgaria
,CARBOCISTEINUM,911,,,9116001,Langhes,R05CB03,Full,pentru tratamentul episodic,,"Sperco-Ucraina ÎM, Ucraina(PROD: Sperco-Ucraina ÎM, Ucraina; )",Sperco-Ucraina,Ucraina
,CARBOCISTEINUM,911,,,9116002,Langhes,R05CB03,Full,pentru tratamentul episodic,,"Sperco-Ucraina ÎM, Ucraina(PROD: Sperco-Ucraina ÎM, Ucraina; )",Sperco-Ucraina,Ucraina
382,DESLORATADIINUM,,,3823007,,Elizium,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"Sperco-Ucraina ÎM, Ucraina(PROD: Sperco-Ucraina ÎM, Ucraina; )",Sperco-Ucraina,Ucraina
382,DESLORATADIINUM,,,3823008,,Elizium,R06AX27,Full,Pentru tratamentul epidermolizei buloase,,"Sperco-Ucraina ÎM, Ucraina(PROD: Sperco-Ucraina ÎM, Ucraina; )",Sperco-Ucraina,Ucraina
524,LEVETIRACETAMUM,,,5241004,,Levitsun,N03AX14,Full,Pentru tratamentul epilepsiei,,"SunGlow Lifescience Private Limited, India(PROD: SunGlow Lifescience Private Limited, India; )",SunGlow Lifescience,India
524,LEVETIRACETAMUM,,,5242004,,Levitsun,N03AX14,Full,Pentru tratamentul epilepsiei,,"SunGlow Lifescience Private Limited, India(PROD: SunGlow Lifescience Private Limited, India; )",SunGlow Lifescience,India
524,LEVETIRACETAMUM,,,5243004,,Levitsun,N03AX14,Full,Pentru tratamentul epilepsiei,,"SunGlow Lifescience Private Limited, India(PROD: SunGlow Lifescience Private Limited, India; )",SunGlow Lifescience,India
,IBUPROFENUM,997,,,9973001,Bruss,M01AE01,Full,pentru tratamentul episodic,,"Swiss Parenterals Ltd., India(PROD: Swiss Parenterals Ltd., India; )",Swiss Parenterals,India
414,IBUPROFENUM,,,4143001,,Bruss,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Swiss Parenterals Ltd., India(PROD: Swiss Parenterals Ltd., India; )",Swiss Parenterals,India
11,ACIDUM ACETYLSALICYLICUM,,,111011,,Cardiomagnyl,B01AC06,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Takeda Pharma A/S (prod.: Takeda GmbH, Germania; Takeda Pharma A/S, Danemarca; Takeda Pharma Sp. z o.o., Polonia)",Takeda,Danemarca
650,ACIDUM ACETYLSALICYLICUM,750,,6501011,7501011,Cardiomagnyl,B01AC06,Full,pentru tratamentul episodic,,"Takeda Pharma A/S (prod.: Takeda GmbH, Germania; Takeda Pharma A/S, Danemarca; Takeda Pharma Sp. z o.o., Polonia)",Takeda,Danemarca
11,ACIDUM ACETYLSALICYLICUM,,,114002,,Cardiomagnyl,B01AC06,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Takeda Pharma A/S, Danemarca(PROD: Takeda GmbH, Germania; ,Takeda Pharma A/S, Danemarca; ,Takeda Pharma Sp. z o.o., Polonia; )",Takeda,Danemarca
650,ACIDUM ACETYLSALICYLICUM,750,,6504002,7504002,Cardiomagnyl,B01AC06,Full,pentru tratamentul episodic,,"Takeda Pharma A/S, Danemarca(PROD: Takeda GmbH, Germania; ,Takeda Pharma A/S, Danemarca; ,Takeda Pharma Sp. z o.o., Polonia; )",Takeda,Danemarca
302,ACIDUM FOLICUM,,,3021004,,Acid folic,B03BB01,Full,Pentru profilaxia şi tratamentul anemiilor la femei gravide şi profilaxia malformaţiilor,,Technolog SAP,Technolog,Ucraina
302,ACIDUM FOLICUM,,,3022003,,Acid folic,B03BB01,Full,Pentru profilaxia şi tratamentul anemiilor la femei gravide şi profilaxia malformaţiilor,,Technolog SAP,Technolog,Ucraina
73,DICLOFENACUM,,,731004,,Ortofen,M01AB05,Partial,Pentru maladii osteoarticulare,,Technolog SAP,Technolog,Ucraina
824,DICLOFENACUM,924,,8241004,9241004,Ortofen,M01AB05,Full,pentru tratamentul episodic,,Technolog SAP,Technolog,Ucraina
212,ERGOCALCIFEROLUM,,,2121002,,Ergocalciferol (Vitamina D2),A11CC01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,Technolog SAP,Technolog,Ucraina
818,CIPROFLOXACINUM,918,,8183002,9183002,Ciprofloxacin,J01MA02,Full,pentru tratamentul episodic,,"Technolog SAP, Ucraina",Technolog,Ucraina
818,CIPROFLOXACINUM,918,,8184005,9184005,Ciprofloxacin,J01MA02,Full,pentru tratamentul episodic,,"Technolog SAP, Ucraina",Technolog,Ucraina
506,CLOZAPINUM,,,5061004,,Azaleptol,N05AH02,Full,Pentru tratamentul bolilor psihice,,"Technolog SAP, Ucraina(PROD: Technolog SAP, Ucraina; )",Technolog,Ucraina
506,CLOZAPINUM,,,5062004,,Azaleptol,N05AH02,Full,Pentru tratamentul bolilor psihice,,"Technolog SAP, Ucraina(PROD: Technolog SAP, Ucraina; )",Technolog,Ucraina
37,PANCREATINUM,,,376001,,Pancreazim 10000,A09AA02,Full,Pentru tratamentul mucoviscidozei,,"Technolog SAP, Ucraina(PROD: Technolog SAP, Ucraina; )",Technolog,Ucraina
,PANCREATINUM,237,,,2372001,Pancreazim 10000,A09AA02,Full,pentru tratamentul episodic,,"Technolog SAP, Ucraina(PROD: Technolog SAP, Ucraina; )",Technolog,Ucraina
511,LAMOTRIGINUM,,,5111006,,Lamictal™,N03AX09,Full,Pentru tratamentul epilepsiei,,"The Wellcome Foundation Ltd (prod.: GlaxoSmithKline Pharmaceuticals SA, Polonia)",The Wellcome Foundation,Marea Britanie
841,LAMOTRIGINUM,942,,8411006,9421006,Lamictal™,N03AX09,Full,pentru tratamentul episodic,,"The Wellcome Foundation Ltd (prod.: GlaxoSmithKline Pharmaceuticals SA, Polonia)",The Wellcome Foundation,Marea Britanie
511,LAMOTRIGINUM,,,5112011,,Lamictal™,N03AX09,Full,Pentru tratamentul epilepsiei,,"The Wellcome Foundation Ltd, Marea Britanie(PROD: GlaxoSmithKline Pharmaceuticals SA, Polonia; )",The Wellcome Foundation,Marea Britanie
841,LAMOTRIGINUM,942,,8412011,9422011,Lamictal™,N03AX09,Full,pentru tratamentul episodic,,"The Wellcome Foundation Ltd, Marea Britanie(PROD: GlaxoSmithKline Pharmaceuticals SA, Polonia; )",The Wellcome Foundation,Marea Britanie
,IBUPROFENUM,997,,,9973009,Ibuprofen,M01AE01,Full,pentru tratamentul episodic,,"Troge Medical GmbH, Germania(PROD: S Kant Healthcare Ltd., India; )",Troge Medical,Germania
,IBUPROFENUM,997,,,9973009,Ibuprofen,M01AE01,Full,pentru tratamentul episodic,,"Troge Medical GmbH, Germania(PROD: S Kant Healthcare Ltd., India; )",Troge Medical,Germania
414,IBUPROFENUM,,,4143009,,Ibuprofen,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Troge Medical GmbH, Germania(PROD: S Kant Healthcare Ltd., India; )",Troge Medical,Germania
414,IBUPROFENUM,,,4143009,,Ibuprofen,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Troge Medical GmbH, Germania(PROD: S Kant Healthcare Ltd., India; )",Troge Medical,Germania
60,ACECLOFENACUM,,ACECLOFENACUM,601004,,Infenac,M01AB16,Partial,Pentru tratamentul maladiilor aparatului locomotor,"M069-Artrita reumatoida, fara precizare
M199-Artroza, fara precizare","Tulip Lab Private Limited, India(PROD: Tulip Lab Pvt. Ltd., India; )",Tulip Lab Private,India
60,ACECLOFENACUM,,ACECLOFENACUM,601004,,Infenac,M01AB16,Partial,Pentru tratamentul maladiilor aparatului locomotor,"M069-Artrita reumatoida, fara precizare
M109-Guta, fara precizare","Tulip Lab Private Limited, India(PROD: Tulip Lab Pvt. Ltd., India; )",Tulip Lab Private,India
602,TRIHEXYPHENIDYLUM,,,6021001,,Cyclodol,N04AA01,Full,Pentru tratamentul bolii şi sindromului Parkinson,,"UCF Borsceagov SAÎ, CÎP","Centrul Stiintific de Producere ""Uzina Chimico-Farmaceutica Borsceagov"" SAP",Ucraina
4,DIGOXINUM,,,42007,,Digoxin,C01AA05,Partial,Pentru tratamentul maladiilor cardiovasculare,,"UCF Borsceagov SAP, CŞP","Centrul Stiintific de Producere ""Uzina Chimico-Farmaceutica Borsceagov"" SAP",Ucraina
17,BISOPROLOLUM,,,171004,,Biprolol,C07AB07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"UCF Borsceagov SAP,CŞP","Centrul Stiintific de Producere ""Uzina Chimico-Farmaceutica Borsceagov"" SAP",Ucraina
17,BISOPROLOLUM,,,172004,,Biprolol,C07AB07,Partial,Pentru tratamentul maladiilor cardiovasculare,,"UCF Borsceagov SAP,CŞP","Centrul Stiintific de Producere ""Uzina Chimico-Farmaceutica Borsceagov"" SAP",Ucraina
230,FERRI (III) HYDROXIDUM CUM POLYMALTOSI COMPLEXUM,,,2301006,,Ferumbo,B03AB05,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"UCF Borsceagov SAP,CŞP","Centrul Stiintific de Producere ""Uzina Chimico-Farmaceutica Borsceagov"" SAP",Ucraina
,IBUPROFENUM,997,,,9971203,Bofen,M01AE01,Full,pentru tratamentul episodic,,"UCF Borsceagov SAP,CŞP","Centrul Stiintific de Producere ""Uzina Chimico-Farmaceutica Borsceagov"" SAP",Ucraina
414,IBUPROFENUM,,,4141203,,Bofen,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"UCF Borsceagov SAP,CŞP","Centrul Stiintific de Producere ""Uzina Chimico-Farmaceutica Borsceagov"" SAP",Ucraina
818,CIPROFLOXACINUM,918,,8182002,9182002,Ificipro,J01MA02,Full,pentru tratamentul episodic,,"Unique Pharmaceutical Laboratories (a division of J.B. Chemicals & Pharmaceuticals Ltd.), India(PROD: Unique Pharmaceutical Laboratories (a division of J. B. Chemicals & Pharmaceuticals Ltd.), India; )",Unique Pharmaceutical Laboratories,India
804,AMINOPHYLLINUM,208,,8042001,2082001,Eufilin,R03DA05,Full,pentru tratamentul episodic,,UPM din Borisov SAD,UPM din Borisov SAD,Republica Belarus
804,AMINOPHYLLINUM,208,,8041002,2081002,Eufilin,R03DA05,Full,pentru tratamentul episodic,,UPM din Borisov SAD,UPM din Borisov SAD,Republica Belarus
812,CEFTRIAXONUM,912,,8123008,9123008,Ceftriaxon,J01DD04,Full,pentru tratamentul episodic,,UPM din Borisov SAD,UPM din Borisov SAD,Republica Belarus
824,DICLOFENACUM,924,,8243002,9243002,Diclofenac de sodiu,M01AB05,Full,pentru tratamentul episodic,,UPM din Borisov SAD,UPM din Borisov SAD,Belarus
824,DICLOFENACUM,924,,8243002,9243002,Diclofenac de sodiu,M01AB05,Full,pentru tratamentul episodic,,UPM din Borisov SAD,UPM din Borisov SAD,Belarus
5,FUROSEMIDUM,962,,51001,9621011,Furosemid,C03CA01,Full,pentru tratamentul episodic,,UPM din Borisov SAD,UPM din Borisov SAD,Republica Belarus
5,FUROSEMIDUM,962,,52001,9622001,Furosemid,C03CA01,Full,pentru tratamentul episodic,,UPM din Borisov SAD,UPM din Borisov SAD,Belarus
,IBUPROFENUM,997,,,9977004,Ibuprofen,M01AE01,Full,pentru tratamentul episodic,,UPM din Borisov SAD,UPM din Borisov SAD,Belarus
414,IBUPROFENUM,,,4147004,,Ibuprofen,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,UPM din Borisov SAD,UPM din Borisov SAD,Belarus
35,OMEPRAZOLUM,941,,351028,9411028,Omeprazol,A02BC01,Full,pentru tratamentul episodic,,UPM din Borisov SAD,UPM din Borisov SAD,Belarus
845,PIRACETAMUM,945,,8452006,9452006,Piracetam,N06BX03,Full,pentru tratamentul episodic,,UPM din Borisov SAD,UPM din Borisov SAD,Republica Belarus
845,PIRACETAMUM,945,,8452006,9452006,Piracetam,N06BX03,Full,pentru tratamentul episodic,,UPM din Borisov SAD,UPM din Borisov SAD,Republica Belarus
845,PIRACETAMUM,945,,8454003,9454003,Piracetam,N06BX03,Full,pentru tratamentul episodic,,UPM din Borisov SAD,UPM din Borisov SAD,Belarus
,AMBROXOLUM,227,,,2272023,Ambroxol,R05CB06,Full,pentru tratamentul episodic,,"UPM din Borisov SAD, Republica Belarus(PROD: UPM din Borisov SAD, Republica Belarus; )",UPM din Borisov SAD,Republica Belarus
,IBUPROFENUM,997,,,9973010,Ibuprofen MAX,M01AE01,Full,pentru tratamentul episodic,,"UPM din Borisov SAD, Republica Belarus(PROD: UPM din Borisov SAD, Republica Belarus; )",UPM din Borisov SAD,Republica Belarus
414,IBUPROFENUM,,,4143010,,Ibuprofen MAX,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"UPM din Borisov SAD, Republica Belarus(PROD: UPM din Borisov SAD, Republica Belarus; )",UPM din Borisov SAD,Republica Belarus
847,PYRIDOXINUM,947,,8471001,9471001,Clorhidrat de piridoxină,A11HA02,Full,pentru tratamentul episodic,,"UPM din Borisov SAD, Republica Belarus(PROD: UPM din Borisov SAD, Republica Belarus; )",UPM din Borisov SAD,Republica Belarus
11,ACIDUM ACETYLSALICYLICUM,,,111015,,Magnicor,B01AC06,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Uzina de vitamine din Kiev SA, Ucraina(PROD: Uzina de vitamine din Kiev SA, Ucraina; )",Uzina de vitamine din Kiev,Ucraina
650,ACIDUM ACETYLSALICYLICUM,750,,6501015,7501015,Magnicor,B01AC06,Full,pentru tratamentul episodic,,"Uzina de vitamine din Kiev SA, Ucraina(PROD: Uzina de vitamine din Kiev SA, Ucraina; )",Uzina de vitamine din Kiev,Ucraina
,ALBENDAZOLUM,226,,,2263002,Aldazol,P02CA03,Full,pentru tratamentul episodic,,"Uzina de vitamine din Kiev SA, Ucraina(PROD: Uzina de vitamine din Kiev SA, Ucraina; )",Uzina de vitamine din Kiev,Ucraina
53,LERCANIDIPINUM,,,531005,,Vanlerc,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Uzina de vitamine din Kiev SA, Ucraina(PROD: Uzina de vitamine din Kiev SA, Ucraina; )",Uzina de vitamine din Kiev,Ucraina
53,LERCANIDIPINUM,,,532005,,Vanlerc,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Uzina de vitamine din Kiev SA, Ucraina(PROD: Uzina de vitamine din Kiev SA, Ucraina; )",Uzina de vitamine din Kiev,Ucraina
703,METFORMINUM,,,7031016,,Metafora,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Uzina de vitamine din Kiev SA, Ucraina(PROD: Uzina de vitamine din Kiev SA, Ucraina; )",Uzina de vitamine din Kiev,Ucraina
703,METFORMINUM,,,7032018,,Metafora,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Uzina de vitamine din Kiev SA, Ucraina(PROD: Uzina de vitamine din Kiev SA, Ucraina; )",Uzina de vitamine din Kiev,Ucraina
703,METFORMINUM,,,7033012,,Metafora,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Uzina de vitamine din Kiev SA, Ucraina(PROD: Uzina de vitamine din Kiev SA, Ucraina; )",Uzina de vitamine din Kiev,Ucraina
,AMBROXOLUM,227,,,2272022,Ambroxol-KV,R05CB06,Full,pentru tratamentul episodic,,Uzina de vitamine din Kiev SAP,Uzina de vitamine din Kiev,Ucraina
502,AMITRIPTYLINUM,,,5021006,,Amitriptilin,N06AA09,Full,Pentru tratamentul bolilor psihice,,"Uzina experimentală GNŢLS SRL (prod.: Compania farmaceutică ""Zdorovie"" SRL, Ucraina)",Uzina experimentală GNŢLS,Ucraina
896,AMITRIPTYLINUM,,,8961006,,Amitriptilin,N06AA09,Full,pentru tratamentul episodic,,"Uzina experimentală GNŢLS SRL (prod.: Compania farmaceutică ""Zdorovie"" SRL, Ucraina)",Uzina experimentală GNŢLS,Ucraina
411,AMITRIPTYLINUM,,,4111002,,Amitriptilin,N06AA09,Full,Pentru tratamentul în Îngrijiri paliative,,"Uzina experimentală GNŢLS SRL (prod.: Compania farmaceutică ""Zdorovie"" SRL, Ucraina)",Uzina experimentală GNŢLS,Ucraina
823,DEXAMETHASONUM,923,,8232010,9232010,Dexametazonă,H02AB02,Full,pentru tratamentul episodic,,"Uzina experimentală GNŢLS SRL, Ucraina(PROD: Compania farmaceutică ""Zdorovie"" SRL, Ucraina; ,Uzina experimentală GNŢLS SRL, Ucraina; )",Uzina experimentală GNŢLS,Ucraina
401,DEXAMETHASONUM,,,4012010,,Dexametazonă,H02AB02,Full,Pentru tratamentul în Îngrijiri paliative,,"Uzina experimentală GNŢLS SRL, Ucraina(PROD: Compania farmaceutică ""Zdorovie"" SRL, Ucraina; ,Uzina experimentală GNŢLS SRL, Ucraina; )",Uzina experimentală GNŢLS,Ucraina
5,FUROSEMIDUM,962,,52003,9622003,Furosemid,C03CA01,Full,pentru tratamentul episodic,,"Uzina experimentală GNŢLS SRL, Ucraina(PROD: Compania farmaceutică ""Zdorovie"" SRL, Ucraina; )",Uzina experimentală GNŢLS,Ucraina
507,DIAZEPAMUM,,,5071003,,Relium,N05BA01,Full,Pentru tratamentul bolilor psihice,,"Uzina farmaceutică ""Polfa"" Tarchomin SA",Polfa,Polonia
,DIAZEPAMUM,236,,,2361003,Relium,N05BA01,Full,pentru tratamentul episodic,,"Uzina farmaceutică ""Polfa"" Tarchomin SA",Polfa,Polonia
412,DIAZEPAMUM,,,4121002,,Relium,N05BA01,Full,Pentru tratamentul în Îngrijiri paliative,,"Uzina farmaceutică ""Polfa"" Tarchomin SA",Polfa,Polonia
812,CEFTRIAXONUM,912,,8124003,9124003,Trikaxon 1g IV,J01DD04,Full,pentru tratamentul episodic,,"Vinamex ÎM SRL, Republica Moldova(PROD: LABORATORIOS NORMON, S.A., Spania; )",Vinamex,Republica Moldova
812,CEFTRIAXONUM,912,,8125014,9125014,Trikaxon 1g IM,J01DD04,Full,pentru tratamentul episodic,,"Vinamex ÎM SRL, Republica Moldova(PROD: LABORATORIOS NORMON, S.A., Spania; )",Vinamex,Republica Moldova
