,name,source
3473,"CASSIA ANGUSTIFOLIA EXTO LIQUIDO, CILANTRO EXTO LIQUIDO, MANZANA EXTO LIQUIDO",ES
1037,CASSIA ANGUSTIFOLIA HOJA O FOLIOLA,ES
1047,"CASSIA ANGUSTIFOLIA HOJA O FOLIOLA, FUCUS VESICULOSUS, CASSIA ANGUSTIFOLIA FRUTOS",ES
1495,"CASSIA ANGUSTIFOLIA HOJA O FOLIOLA, RHAMNUS FRANGULA L. POLVO",ES
805,"CASSIA ANGUSTIFOLIA POLVO, RHAMNUS  FRANGULA L. CORTEZA, LINUM USITATISSIMUM (SEMILLA)",ES
3044,CASTOR EQUI TINTURA MADRE,ES
1314,CATRIDECACOG,ES
3431,CATUMAXOMAB,ES
2502,"CAULOPHYLLUM THALICTROIDES C3, CAULOPHYLLUM THALICTROIDES C4, CAULOPHYLLUM THALICTROIDES C5, CAULOPHYLLUM THALICTROIDES C6, CAULOPHYLLUM THALICTROIDES C7, CAULOPHYLLUM THALICTROIDES C9, CAULOPHYLLUM THALICTROIDES C12, CAULOPHYLLUM THALICTROIDES C15, CAULOPHYLLUM THALICTROIDES C30, CAULOPHYLLUM THALICTROIDES C100, CAULOPHYLLUM THALICTROIDES C200, CAULOPHYLLUM THALICTROIDES D4, CAULOPHYLLUM THALICTROIDES D6, CAULOPHYLLUM THALICTROIDES D8, CAULOPHYLLUM THALICTROIDES D12, CAULOPHYLLUM THALICTROIDES D30, CAULOPHYLLUM THALICTROIDES K200, CAULOPHYLLUM THALICTROIDES K1000, CAULOPHYLLUM THALICTROIDES K10000",ES
2259,"CAULOPHYLLUM THALICTROIDES C4, CAULOPHYLLUM THALICTROIDES C5, CAULOPHYLLUM THALICTROIDES C7, CAULOPHYLLUM THALICTROIDES C9, CAULOPHYLLUM THALICTROIDES C15, CAULOPHYLLUM THALICTROIDES C30, CAULOPHYLLUM THALICTROIDES C200, CAULOPHYLLUM THALICTROIDES K200, CAULOPHYLLUM THALICTROIDES LM6",ES
2503,"CAUSTICUM C3, CAUSTICUM C4, CAUSTICUM C5, CAUSTICUM C6, CAUSTICUM C7, CAUSTICUM C9, CAUSTICUM C12, CAUSTICUM C15, CAUSTICUM C30, CAUSTICUM C100, CAUSTICUM C200, CAUSTICUM D4, CAUSTICUM D6, CAUSTICUM D8, CAUSTICUM D12, CAUSTICUM D30, CAUSTICUM K200, CAUSTICUM K1000, CAUSTICUM K10000",ES
2636,"CAUSTICUM C30, CAUSTICUM C200, CAUSTICUM D12, CAUSTICUM K1000, CAUSTICUM LM1, CAUSTICUM LM3, CAUSTICUM LM6, CAUSTICUM LM9, CAUSTICUM LM12, CAUSTICUM LM15, CAUSTICUM LM18, CAUSTICUM LM30, CAUSTICUM C70, CAUSTICUM C170, CAUSTICUM K700000, CAUSTICUM LM2, CAUSTICUM LM4, CAUSTICUM LM5, CAUSTICUM LM7, CAUSTICUM LM21, CAUSTICUM LM24, CAUSTICUM LM27, CAUSTICUM LM33, CAUSTICUM LM36, CAUSTICUM LM42",ES
2260,"CAUSTICUM C5, CAUSTICUM C6, CAUSTICUM C7, CAUSTICUM C9, CAUSTICUM C15, CAUSTICUM C30, CAUSTICUM C100, CAUSTICUM C200, CAUSTICUM K200, CAUSTICUM K1000, CAUSTICUM K10000, CAUSTICUM K50000, CAUSTICUM K100000, CAUSTICUM K500000, CAUSTICUM LM1, CAUSTICUM LM3, CAUSTICUM LM6, CAUSTICUM LM9, CAUSTICUM LM12, CAUSTICUM LM15, CAUSTICUM LM18, CAUSTICUM LM30",ES
3100,"CAVIA COBAYA LUNG HISTAMINE C4, CAVIA COBAYA LUNG HISTAMINE C5, CAVIA COBAYA LUNG HISTAMINE C6, CAVIA COBAYA LUNG HISTAMINE C7, CAVIA COBAYA LUNG HISTAMINE C9, CAVIA COBAYA LUNG HISTAMINE C12, CAVIA COBAYA LUNG HISTAMINE C15, CAVIA COBAYA LUNG HISTAMINE C30, CAVIA COBAYA LUNG HISTAMINE C100, CAVIA COBAYA LUNG HISTAMINE C200, CAVIA COBAYA LUNG HISTAMINE D8, CAVIA COBAYA LUNG HISTAMINE D12, CAVIA COBAYA LUNG HISTAMINE D30, CAVIA COBAYA LUNG HISTAMINE K200, CAVIA COBAYA LUNG HISTAMINE K1000, CAVIA COBAYA LUNG HISTAMINE K10000",ES
2504,"CEANOTHUS AMERICANUS C3, CEANOTHUS AMERICANUS C4, CEANOTHUS AMERICANUS C5, CEANOTHUS AMERICANUS C6, CEANOTHUS AMERICANUS C7, CEANOTHUS AMERICANUS C9, CEANOTHUS AMERICANUS C12, CEANOTHUS AMERICANUS C15, CEANOTHUS AMERICANUS C30, CEANOTHUS AMERICANUS C100, CEANOTHUS AMERICANUS C200, CEANOTHUS AMERICANUS D6, CEANOTHUS AMERICANUS D8, CEANOTHUS AMERICANUS D12, CEANOTHUS AMERICANUS D30, CEANOTHUS AMERICANUS K200, CEANOTHUS AMERICANUS K1000, CEANOTHUS AMERICANUS K10000, CEANOTHUS AMERICANUS D4",ES
136,CEFACLORUM,MD
459,CEFADROXILO MONOHIDRATO,ES
442,CEFALEXINA MONOHIDRATO,ES
20,CEFALEXINUM,MD
347,CEFAZOLINA,ES
42,CEFAZOLINA SODICA,ES
480,CEFDITORENO  PIVOXILO,ES
261,CEFEPIMA,ES
312,CEFEPIMA DIHIDROCLORURO MONOHIDRATO,ES
3312,"CEFEPIMA DIHIDROCLORURO MONOHIDRATO, ENMETAZOBACTAM",ES
2058,CEFIDEROCOL SULFATO TOSILATO,ES
490,CEFIXIMA,ES
518,CEFIXIMA TRIHIDRATO,ES
21,CEFIXIMUM,MD
70,CEFOPERAZONUM,MD
344,CEFOTAXIMA,ES
272,CEFOTAXIMA SODICA,ES
436,"CEFOTAXIMA SODICA, LIDOCAINA HIDROCLORURO",ES
353,CEFOXITINA SODICA,ES
138,CEFPODOXIMUM,MD
140,CEFPROZILUM,MD
1328,CEFTAROLINA FOSAMILO,ES
89,CEFTAZIDIMA,ES
40,CEFTAZIDIMA PENTAHIDRATO,ES
1709,"CEFTAZIDIMA PENTAHIDRATO, AVIBACTAM SODIO",ES
1504,CEFTOBIPROL MEDOCARILO,ES
164,CEFTRIAXONA,ES
351,CEFTRIAXONA SODICA,ES
421,"CEFTRIAXONA SODICA, LIDOCAINA HIDROCLORURO MONOHIDRATO",ES
58,CEFTRIAXONUM,MD
314,CEFUROXIMA,ES
87,CEFUROXIMA AXETILO,ES
113,CEFUROXIMA SODICA,ES
15,CEFUROXIMUM,MD
282,CELECOXIB,ES
1622,"CELULAS EPITELIALES CORNEALES HUMANAS AUTOLOGAS, EXPANDIDAS EX VIVO, ENTRE LAS QUE SE ENCUENTRAN CELULAS MADRE",ES
1993,CEMIPLIMAB,ES
3355,CEMIVAMERAN,ES
1797,CENEGERMINA,ES
2140,CENOBAMATO,ES
2139,"CENOBAMATO, CENOBAMATO",ES
2550,"CENTELLA ASIATICA C3, CENTELLA ASIATICA C4, CENTELLA ASIATICA C5, CENTELLA ASIATICA C6, CENTELLA ASIATICA C7, CENTELLA ASIATICA C9, CENTELLA ASIATICA C12, CENTELLA ASIATICA C15, CENTELLA ASIATICA C30, CENTELLA ASIATICA C100, CENTELLA ASIATICA C200, CENTELLA ASIATICA D4, CENTELLA ASIATICA D6, CENTELLA ASIATICA D8, CENTELLA ASIATICA D12, CENTELLA ASIATICA D30, CENTELLA ASIATICA K200, CENTELLA ASIATICA K1000, CENTELLA ASIATICA K10000",ES
673,CENTELLA ASIATICA EXTO,ES
1605,CERITINIB,ES
1935,CERLIPONASA ALFA,ES
1001,CERTOLIZUMAB PEGOL,ES
3665,"CETILPIRIDINIO CLORURO, ETANOL (70%)",ES
3664,"CETILPIRIDINIO CLORURO, ETANOL (96%)",ES
3402,CETIRIZINA,ES
78,CETIRIZINA DIHIDROCLORURO,ES
612,CETIRIZINA HIDROCLORURO,ES
3,CETIRIZINUM,MD
3587,"CETRIMONIO, LIDOCAINA",ES
2131,CETRORELIX,ES
1073,"CETRORELIX, AGUA PARA PREPARACIONES INYECTABLES",ES
790,CETUXIMAB,ES
2625,"CHAMAELIRIUM LUTEUM D6, CHAMAELIRIUM LUTEUM C4, CHAMAELIRIUM LUTEUM C5, CHAMAELIRIUM LUTEUM C6, CHAMAELIRIUM LUTEUM C7, CHAMAELIRIUM LUTEUM C9, CHAMAELIRIUM LUTEUM C12, CHAMAELIRIUM LUTEUM C15, CHAMAELIRIUM LUTEUM C30, CHAMAELIRIUM LUTEUM C30, CHAMAELIRIUM LUTEUM C100, CHAMAELIRIUM LUTEUM C200, CHAMAELIRIUM LUTEUM D4, CHAMAELIRIUM LUTEUM D8, CHAMAELIRIUM LUTEUM D12, CHAMAELIRIUM LUTEUM D30, CHAMAELIRIUM LUTEUM K200, CHAMAELIRIUM LUTEUM K1000, CHAMAELIRIUM LUTEUM K10000",ES
3144,"CHAMAELIRIUM LUTEUM D6, PLUMBUM METALLICUM D12, SOLIDAGO VIRGAUREA D6, PHOSPHORUS D6",ES
3098,"CHAMOMILLA D3, DELPHINIUM STAPHISAGRIA D4, ASA FOETIDA D6, CICUTA VIROSA D6, NUX VOMICA D3, AVENA SATIVA TM, HYOSCYAMUS NIGER D1, IGNATIA AMARA D3, SUMBUL D6, VALERIANA OFFICINALIS D2",ES
2507,"CHELIDONIUM MAJUS D4, CHELIDONIUM MAJUS D6, CHELIDONIUM MAJUS C3, CHELIDONIUM MAJUS C4, CHELIDONIUM MAJUS C5, CHELIDONIUM MAJUS C6, CHELIDONIUM MAJUS C7, CHELIDONIUM MAJUS C9, CHELIDONIUM MAJUS C12, CHELIDONIUM MAJUS C15, CHELIDONIUM MAJUS C30, CHELIDONIUM MAJUS C100, CHELIDONIUM MAJUS C200, CHELIDONIUM MAJUS D8, CHELIDONIUM MAJUS D12, CHELIDONIUM MAJUS D30, CHELIDONIUM MAJUS K200, CHELIDONIUM MAJUS K1000, CHELIDONIUM MAJUS K10000",ES
2252,"CHELIDONIUM MAJUS D6, CHELIDONIUM MAJUS C4, CHELIDONIUM MAJUS C5, CHELIDONIUM MAJUS C6, CHELIDONIUM MAJUS C7, CHELIDONIUM MAJUS C9, CHELIDONIUM MAJUS C15, CHELIDONIUM MAJUS C30, CHELIDONIUM MAJUS C200, CHELIDONIUM MAJUS D8, CHELIDONIUM MAJUS K200, CHELIDONIUM MAJUS K1000, CHELIDONIUM MAJUS K10000, CHELIDONIUM MAJUS K30, CHELIDONIUM MAJUS K50000, CHELIDONIUM MAJUS K100000, CHELIDONIUM MAJUS LM6",ES
2633,"CHELIDONIUM MAJUS D6, CHELIDONIUM MAJUS C6, CHELIDONIUM MAJUS C15, CHELIDONIUM MAJUS LM6, CHELIDONIUM MAJUS LM1, CHELIDONIUM MAJUS LM3, CHELIDONIUM MAJUS LM9, CHELIDONIUM MAJUS LM12, CHELIDONIUM MAJUS LM15, CHELIDONIUM MAJUS LM30",ES
3110,"CHELIDONIUM MAJUS D6, CITRULLUS COLOCYNTHIS D6, MYRISTICA FRAGRANS D4, VERATRUM ALBUM D6, PHOSPHORUS D6, CINCHONA PUBESCENS D3, LYCOPODIUM CLAVATUM D3, SILYBUM MARIANUM D2",ES
2509,"CHIMAPHILA UMBELLATA C3, CHIMAPHILA UMBELLATA C4, CHIMAPHILA UMBELLATA C5, CHIMAPHILA UMBELLATA C6, CHIMAPHILA UMBELLATA C7, CHIMAPHILA UMBELLATA C9, CHIMAPHILA UMBELLATA C12, CHIMAPHILA UMBELLATA C15, CHIMAPHILA UMBELLATA C30, CHIMAPHILA UMBELLATA C100, CHIMAPHILA UMBELLATA C200, CHIMAPHILA UMBELLATA D6, CHIMAPHILA UMBELLATA D8, CHIMAPHILA UMBELLATA D12, CHIMAPHILA UMBELLATA D30, CHIMAPHILA UMBELLATA K200, CHIMAPHILA UMBELLATA K1000, CHIMAPHILA UMBELLATA K10000",ES
2510,"CHININUM ARSENICOSUM C3, CHININUM ARSENICOSUM C4, CHININUM ARSENICOSUM C5, CHININUM ARSENICOSUM C6, CHININUM ARSENICOSUM C7, CHININUM ARSENICOSUM C9, CHININUM ARSENICOSUM C12, CHININUM ARSENICOSUM C15, CHININUM ARSENICOSUM C30, CHININUM ARSENICOSUM C100, CHININUM ARSENICOSUM C200, CHININUM ARSENICOSUM D6, CHININUM ARSENICOSUM D8, CHININUM ARSENICOSUM D12, CHININUM ARSENICOSUM D30, CHININUM ARSENICOSUM K200, CHININUM ARSENICOSUM K1000, CHININUM ARSENICOSUM K10000",ES
2501,"CHININUM SULFURICUM C3, CHININUM SULFURICUM C4, CHININUM SULFURICUM C5, CHININUM SULFURICUM C6, CHININUM SULFURICUM C7, CHININUM SULFURICUM C9, CHININUM SULFURICUM C12, CHININUM SULFURICUM C15, CHININUM SULFURICUM C30, CHININUM SULFURICUM C100, CHININUM SULFURICUM C200, CHININUM SULFURICUM D4, CHININUM SULFURICUM D6, CHININUM SULFURICUM D8, CHININUM SULFURICUM D12, CHININUM SULFURICUM D30, CHININUM SULFURICUM K200, CHININUM SULFURICUM K1000, CHININUM SULFURICUM K10000",ES
2511,"CHLORALUM C4, CHLORALUM C5, CHLORALUM C6, CHLORALUM C7, CHLORALUM C9, CHLORALUM C12, CHLORALUM C15, CHLORALUM C30, CHLORALUM C100, CHLORALUM C200, CHLORALUM D8, CHLORALUM D12, CHLORALUM D30, CHLORALUM K200, CHLORALUM K1000, CHLORALUM K10000",ES
3054,"CHOLESTEROLUM C4, CHOLESTEROLUM C5, CHOLESTEROLUM C6, CHOLESTEROLUM C7, CHOLESTEROLUM C9, CHOLESTEROLUM C12, CHOLESTEROLUM C15, CHOLESTEROLUM C30, CHOLESTEROLUM C100, CHOLESTEROLUM C200, CHOLESTEROLUM D8, CHOLESTEROLUM D12, CHOLESTEROLUM D30, CHOLESTEROLUM K200, CHOLESTEROLUM K1000, CHOLESTEROLUM K10000",ES
2271,"CHOLESTEROLUM D6, CHOLESTEROLUM C5, CHOLESTEROLUM C7, CHOLESTEROLUM C9, CHOLESTEROLUM C15, CHOLESTEROLUM C30, CHOLESTEROLUM C200",ES
2751,"CHONDRODENDRON C3, CHONDRODENDRON C4, CHONDRODENDRON C5, CHONDRODENDRON C6, CHONDRODENDRON C7, CHONDRODENDRON C9, CHONDRODENDRON C12, CHONDRODENDRON C15, CHONDRODENDRON C30, CHONDRODENDRON C100, CHONDRODENDRON C200, CHONDRODENDRON D4, CHONDRODENDRON D6, CHONDRODENDRON D8, CHONDRODENDRON D12, CHONDRODENDRON D30, CHONDRODENDRON K200, CHONDRODENDRON K1000, CHONDRODENDRON K10000",ES
2593,"CHRYSOLITE C100, CHRYSOLITE C30, CHRYSOLITE C170, CHRYSOLITE C200, CHRYSOLITE K700000",ES
2141,CIANOCOBALAMINA,ES
3596,"CIANOCOBALAMINA, ACIDO FOLICO HIDRATO",ES
939,CICLESONIDA,ES
3650,CICLOBENZAPRINA HIDROCLORURO,ES
1108,CICLOFOSFAMIDA,ES
680,CICLOFOSFAMIDA MONOHIDRATO,ES
709,CICLOPENTOLATO HIDROCLORURO,ES
1079,CICLOPIROX,ES
733,CICLOPIROX OLAMINA,ES
1925,CICLOSILICATO DE SODIO Y ZIRCONIO,ES
645,CICLOSPORINA,ES
646,CICLOSPORINA  PARA MICROEMULSION,ES
2514,"CICUTA VIROSA C3, CICUTA VIROSA C4, CICUTA VIROSA C5, CICUTA VIROSA C6, CICUTA VIROSA C7, CICUTA VIROSA C9, CICUTA VIROSA C12, CICUTA VIROSA C15, CICUTA VIROSA C30, CICUTA VIROSA C100, CICUTA VIROSA C200, CICUTA VIROSA D6, CICUTA VIROSA D8, CICUTA VIROSA D12, CICUTA VIROSA D30, CICUTA VIROSA K200, CICUTA VIROSA K1000, CICUTA VIROSA K10000",ES
1730,CIDOFOVIR DIHIDRATO,ES
1982,"CILASTATINA SODICA, IMIPENEM MONOHIDRATO",ES
2106,"CILASTATINA SODICA, IMIPENEM MONOHIDRATO, RELEBACTAM MONOHIDRATO",ES
285,CILOSTAZOL,ES
2710,CILTACABTAGEN AUTOLEUCEL,ES
3134,"CIMICIFUGA D4, SANGUINARIA CANADENSIS D4, GELSEMIUM SEMPERVIRENS D4, ARGENTUM NITRICUM D6, RUTA GRAVEOLENS D8, CHELIDONIUM MAJUS D3, CYCLAMEN D 6, DIGITALIS PURPUREA D3, IRIS VERSICOLOR D3, MELILOTUS OFFICINALIS D2",ES
1967,CIMICIFUGA RACEMOSA,ES
2279,"CIMICIFUGA RACEMOSA C3, CIMICIFUGA RACEMOSA C4, CIMICIFUGA RACEMOSA C5, CIMICIFUGA RACEMOSA C6, CIMICIFUGA RACEMOSA C7, CIMICIFUGA RACEMOSA C9, CIMICIFUGA RACEMOSA C12, CIMICIFUGA RACEMOSA C15, CIMICIFUGA RACEMOSA C30, CIMICIFUGA RACEMOSA C100, CIMICIFUGA RACEMOSA C200, CIMICIFUGA RACEMOSA D4, CIMICIFUGA RACEMOSA D6, CIMICIFUGA RACEMOSA D8, CIMICIFUGA RACEMOSA D12, CIMICIFUGA RACEMOSA D30, CIMICIFUGA RACEMOSA K200, CIMICIFUGA RACEMOSA K1000, CIMICIFUGA RACEMOSA K10000",ES
2249,"CIMICIFUGA RACEMOSA C5, CIMICIFUGA RACEMOSA C7, CIMICIFUGA RACEMOSA C9, CIMICIFUGA RACEMOSA C15, CIMICIFUGA RACEMOSA C30, CIMICIFUGA RACEMOSA C200, CIMICIFUGA RACEMOSA K200, CIMICIFUGA RACEMOSA K1000, CIMICIFUGA RACEMOSA K10000, CIMICIFUGA RACEMOSA K50000, CIMICIFUGA RACEMOSA K100000",ES
1534,CIMICIFUGA RACEMOSA EXTO SECO,ES
1926,CINACALCET HIDROCLORURO,ES
3562,CINARIZINA,ES
3633,"CINARIZINA, DIHIDROERGOCRISTINA MESILATO",ES
2253,"CINCHONA PUBESCENS D4, CINCHONA PUBESCENS C4, CINCHONA PUBESCENS C5, CINCHONA PUBESCENS C6, CINCHONA PUBESCENS C7, CINCHONA PUBESCENS C9, CINCHONA PUBESCENS C12, CINCHONA PUBESCENS C15, CINCHONA PUBESCENS C30, CINCHONA PUBESCENS C200, CINCHONA PUBESCENS K200, CINCHONA PUBESCENS K1000, CINCHONA PUBESCENS K10000, CINCHONA PUBESCENS K50000, CINCHONA PUBESCENS K100000, CINCHONA PUBESCENS LM6, CINCHONA PUBESCENS LM12",ES
2634,"CINCHONA PUBESCENS D4, CINCHONA PUBESCENS C5, CINCHONA PUBESCENS C9, CINCHONA PUBESCENS C30, CINCHONA PUBESCENS LM6, CINCHONA PUBESCENS LM12, CINCHONA PUBESCENS LM1, CINCHONA PUBESCENS LM3, CINCHONA PUBESCENS LM9, CINCHONA PUBESCENS LM15, CINCHONA PUBESCENS LM18, CINCHONA PUBESCENS LM21, CINCHONA PUBESCENS LM24, CINCHONA PUBESCENS LM30",ES
2513,"CINCHONA PUBESCENS D6, CINCHONA PUBESCENS C3, CINCHONA PUBESCENS C4, CINCHONA PUBESCENS C5, CINCHONA PUBESCENS C6, CINCHONA PUBESCENS C7, CINCHONA PUBESCENS C9, CINCHONA PUBESCENS C12, CINCHONA PUBESCENS C15, CINCHONA PUBESCENS C30, CINCHONA PUBESCENS C100, CINCHONA PUBESCENS C200, CINCHONA PUBESCENS D 4, CINCHONA PUBESCENS D8, CINCHONA PUBESCENS D12, CINCHONA PUBESCENS D30, CINCHONA PUBESCENS K200, CINCHONA PUBESCENS K1000, CINCHONA PUBESCENS K10000",ES
1316,CINITAPRIDA,ES
2074,CINITAPRIDA HIDROGENO TARTRATO,ES
2338,CINITAPRIDA TARTRATO ACIDO,ES
3226,CIPAGLUCOSIDASA ALFA,ES
57,CIPROFLOXACINO,ES
209,CIPROFLOXACINO HIDROCLORURO,ES
22,CIPROFLOXACINUM,MD
1942,CIPROHEPTADINA HIDROCLORURO,ES
1747,CIPROTERONA ACETATO,ES
3589,"CIPROTERONA ACETATO, ETINILESTRADIOL",ES
1190,CISATRACURIO BESILATO,ES
1018,CISPLATINO,ES
2133,CISTINA,ES
647,CITALOPRAM,ES
3,CITALOPRAM HIDROBROMURO,ES
234,CITARABINA,ES
1937,"CITARABINA, DAUNORUBICINA HIDROCLORURO",ES
415,CITICOLINA,ES
835,CITICOLINA SODICA,ES
3691,CITISINA,ES
1918,CITISINICLINA,ES
1465,CITRATO POTASIO,ES
3409,CITRATO SODICO DIHIDRATO,ES
3234,CITRATO SODIO,ES
1040,"CITRATO SODIO, LAURILSULFOACETATO SODIO",ES
176,"CITRATO TRISODIO, LAURILSULFOACETATO SODIO",ES
3590,CITRULINA MALATO,ES
2532,"CITRULLUS COLOCYNTHIS C3, CITRULLUS COLOCYNTHIS C4, CITRULLUS COLOCYNTHIS C5, CITRULLUS COLOCYNTHIS C6, CITRULLUS COLOCYNTHIS C7, CITRULLUS COLOCYNTHIS C9, CITRULLUS COLOCYNTHIS C12, CITRULLUS COLOCYNTHIS C15, CITRULLUS COLOCYNTHIS C30, CITRULLUS COLOCYNTHIS C100, CITRULLUS COLOCYNTHIS C200, CITRULLUS COLOCYNTHIS D4, CITRULLUS COLOCYNTHIS D6, CITRULLUS COLOCYNTHIS D12, CITRULLUS COLOCYNTHIS D30, CITRULLUS COLOCYNTHIS K200, CITRULLUS COLOCYNTHIS K1000, CITRULLUS COLOCYNTHIS K10000, CITRULLUS COLOCYNTHIS D8",ES
2974,"CITRULLUS COLOCYNTHIS C4, CITRULLUS COLOCYNTHIS C9, CITRULLUS COLOCYNTHIS C15, CITRULLUS COLOCYNTHIS D4, MAGNESIUM PHOSPHORICUM D8",ES
2255,"CITRULLUS COLOCYNTHIS C5, CITRULLUS COLOCYNTHIS C6, CITRULLUS COLOCYNTHIS C7, CITRULLUS COLOCYNTHIS C9, CITRULLUS COLOCYNTHIS C15, CITRULLUS COLOCYNTHIS C30, CITRULLUS COLOCYNTHIS C200, CITRULLUS COLOCYNTHIS D6, CITRULLUS COLOCYNTHIS K200, CITRULLUS COLOCYNTHIS K1000, CITRULLUS COLOCYNTHIS K10000, CITRULLUS COLOCYNTHIS K50000, CITRULLUS COLOCYNTHIS K500000, CITRULLUS COLOCYNTHIS LM6",ES
2637,"CITRULLUS COLOCYNTHIS C9, CITRULLUS COLOCYNTHIS C15, CITRULLUS COLOCYNTHIS C30, CITRULLUS COLOCYNTHIS C200, CITRULLUS COLOCYNTHIS D4, CITRULLUS COLOCYNTHIS LM6, CITRULLUS COLOCYNTHIS C170, CITRULLUS COLOCYNTHIS LM1, CITRULLUS COLOCYNTHIS LM3, CITRULLUS COLOCYNTHIS LM9, CITRULLUS COLOCYNTHIS LM12, CITRULLUS COLOCYNTHIS LM15, CITRULLUS COLOCYNTHIS LM18, CITRULLUS COLOCYNTHIS LM21, CITRULLUS COLOCYNTHIS LM24",ES
782,CLADRIBINA,ES
1,CLARITHROMYCINUM,MD
61,CLARITROMICINA,ES
227,CLARITROMICINA CITRATO,ES
3455,CLASCOTERONA,ES
3625,CLEBOPRIDA MALATO,ES
39,CLEMASTINUM,MD
2517,"CLEMATIS RECTA C3, CLEMATIS RECTA C4, CLEMATIS RECTA C5, CLEMATIS RECTA C6, CLEMATIS RECTA C7, CLEMATIS RECTA C9, CLEMATIS RECTA C12, CLEMATIS RECTA C15, CLEMATIS RECTA C30, CLEMATIS RECTA C100, CLEMATIS RECTA C200, CLEMATIS RECTA D6, CLEMATIS RECTA D8, CLEMATIS RECTA D30, CLEMATIS RECTA K200, CLEMATIS RECTA K1000, CLEMATIS RECTA K10000, CLEMATIS RECTA D12",ES
1319,CLEVIDIPINO,ES
211,CLINDAMICINA FOSFATO,ES
560,"CLINDAMICINA FOSFATO, BENZOILO PEROXIDO",ES
3348,"CLINDAMICINA FOSFATO, PEROXIDO DE BENZOILO HIDRATADO",ES
413,CLINDAMICINA HIDROCLORURO,ES
1738,CLOBAZAM,ES
772,CLOBETASOL PROPIONATO,ES
770,CLOFARABINA,ES
665,CLOMETIAZOL,ES
3517,CLOMIFENO CITRATO,ES
262,CLOMIPRAMINA HIDROCLORURO,ES
1593,CLONAZEPAM,ES
150,CLONAZEPAMUM,MD
1991,CLONIDINA HIDROCLORURO,ES
1226,CLONIXINO LISINA,ES
1092,CLOPERASTINA FENDIZOATO,ES
3511,CLOPERASTINA HIDROCLORURO,ES
149,CLOPIDOGREL,ES
186,CLOPIDOGREL BESILATO,ES
966,CLOPIDOGREL HIDROCLORURO,ES
46,CLOPIDOGREL HIDROGENOSULFATO,ES
1115,"CLOPIDOGREL, ACETILSALICILICO ACIDO",ES
84,CLOPIDOGRELUM,MD
2100,CLORAMBUCILO,ES
1109,CLORANFENICOL,ES
3515,"CLORANFENICOL, DEXAMETASONA FOSFATO DISODIO",ES
2336,"CLORANFENICOL, HIDROCORTISONA ACETATO",ES
233,CLORAZEPATO DIPOTASIO,ES
3466,CLORDIAZEPOXIDO HIDROCLORURO,ES
715,"CLORFENAMINA MALEATO, FENILEFRINA HIDROCLORURO, DIFENHIDRAMINA HIDROCLORURO",ES
1160,"CLORFENAMINA MALEATO, TRAMAZOLINA HIDROCLORURO",ES
3490,"CLORHEXIDINA ACETATO, BENZOCAINA, VITAMINA A",ES
148,CLORHEXIDINA DIGLUCONATO,ES
1905,"CLORHEXIDINA DIGLUCONATO, BENZOCAINA",ES
3686,"CLORHEXIDINA DIGLUCONATO, ETANOL (70%)",ES
386,"CLORHEXIDINA DIGLUCONATO, ETANOL (96%)",ES
381,"CLORHEXIDINA DIGLUCONATO, ISOPROPIL ALCOHOL",ES
407,"CLORHEXIDINA DIGLUCONATO, ISOPROPILICO ALCOHOL",ES
3389,"CLORHEXIDINA DIGLUCONATO, LIDOCAINA HIDROCLORURO MONOHIDRATO",ES
3669,CLORHEXIDINA DIHIDROCLORURO,ES
3388,"CLORHEXIDINA DIHIDROCLORURO, LIDOCAINA HIDROCLORURO MONOHIDRATO",ES
1303,"CLORHEXIDINA HIDROCLORURO, BENZOCAINA",ES
385,"CLORHEXIDINA, ISOPROPIL ALCOHOL",ES
585,"CLORMADINONA ACETATO, ETINILESTRADIOL",ES
1767,CLORMETINA,ES
1301,CLOROPROCAINA HIDROCLORURO,ES
3510,CLOROQUINA FOSFATO,ES
1166,CLORPROMAZINA HIDROCLORURO,ES
1432,CLORTALIDONA,ES
3519,"CLORTALIDONA, ATENOLOL",ES
636,CLORTETRACICLINA HIDROCLORURO,ES
2163,CLORURO AMONICO DE LENALIDOMIDA,ES
111,CLORURO DE POTASIO,ES
2034,"CLORURO DE POTASIO, ALFA-CETOGLUTARICO ACIDO, SODIO CLORURO, TRIPTOFANO, HISTIDINA, MANITOL, CALCIO CLORURO DIHIDRATO, MAGNESIO CLORURO HEXAHIDRATO, HISTIDINA, HIDROCLORURO DE, MONOHIDRATO",ES
99,"CLORURO DE POTASIO, CLORURO DE POTASIO, CLORURO DE POTASIO, SODIO BICARBONATO, SODIO BICARBONATO, SODIO BICARBONATO, SODIO CLORURO, SODIO CLORURO, SODIO CLORURO, POLIETILENGLICOL 4000, POLIETILENGLICOL 4000, POLIETILENGLICOL 4000, SODIO SULFATO, SODIO SULFATO, SODIO SULFATO",ES
3394,"CLORURO DE POTASIO, MAGNESIO SULFATO HEPTAHIDRATO, PROCAINA HIDROCLORURO, XILITOL",ES
1031,"CLORURO DE POTASIO, SODIO BICARBONATO, SODIO CLORURO, CALCIO CLORURO DIHIDRATO, FOSFATO DISODIO DIHIDRATO, MAGNESIO CLORURO HEXAHIDRATO",ES
1612,"CLORURO DE POTASIO, SODIO BICARBONATO, SODIO CLORURO, FOSFATO DISODIO DIHIDRATO, MAGNESIO CLORURO HEXAHIDRATO",ES
